CUSTKEY,NAME,ADDRESS,NATIONKEY,PHONE,ACCTBAL,MKTSEGMENT,COMMENT,ORDERKEY,ORDERSTATUS,TOTALPRICE,ORDERDATE,ORDERPRIORITY,CLERK,SHIPPRIORITY,PARTKEY,SUPPKEY,LINENUMBER,QUANTITY,EXTENDEDPRICE,DISCOUNT,TAX,RETURNFLAG,LINESTATUS,SHIPDATE,COMMITDATE,RECEIPTDATE,SHIPINSTRUCT,SHIPMODE,REVENUE1,REVENUE2,REGIONKEY,REGION_NAME,REGION_COMMENT
1759,Customer#000001759,2hzwTzhbdHJlHbT0jWD6lKTGA,20,30-176-851-5565,8396.37,MACHINERY,tect furiously. permanently even requests ac,108132,O,350096.24,812764800.0,3-MEDIUM,Clerk#000000976,0,15897,900,1,36,65264.04,0.09,0.05,N,O,822787200.0,819158400.0,824688000.0,NONE,MAIL,5873.7636,59390.2764,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
10417,Customer#000010417,htpd2jpgocov,20,30-890-630-5077,-327.28,FURNITURE,nto beans after the carefully enticing deposits nag quickly after the pe,52768,O,211534.58,882057600.0,5-LOW,Clerk#000000945,0,130132,133,3,33,38350.29,0.1,0.04,N,O,883353600.0,885945600.0,883440000.0,TAKE BACK RETURN,TRUCK,3835.029000000001,34515.261,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
7081,Customer#000007081,"qMgvQiduI ,ULnx gaHCMD0VYhkfYcEjh1BHZWC",20,30-357-709-2241,9495.64,MACHINERY,hely. blithely express platelets integrate slyly express requests. carefully regular packages after the,111264,F,284419.83,760060800.0,2-HIGH,Clerk#000000969,0,52537,53,2,36,53623.08,0.04,0.07,A,F,769651200.0,767836800.0,772070400.0,COLLECT COD,REG AIR,2144.9232,51478.1568,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
1799,Customer#000001799,07tCCGrmdFwcXYnolQabgAZW9yq,20,30-643-275-8135,2967.77,BUILDING,requests of the slyly ironic instructions believe slyly regular ,375238,O,41469.69,876268800.0,1-URGENT,Clerk#000000841,0,10510,511,1,6,8523.06,0.08,0.08,N,O,878947200.0,881884800.0,881020800.0,NONE,REG AIR,681.8448,7841.2152,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
9067,Customer#000009067,"F0Qu39mWNkzUKZ9wCKkY1,I ir2ZCDddGkoeXku",20,30-474-228-6517,3752.93,FURNITURE,olites. furiously regular packages wake ,479139,O,267343.7,850003200.0,4-NOT SPECIFIED,Clerk#000000074,0,32785,295,6,46,79017.88,0.09,0.07,N,O,856137600.0,856396800.0,857433600.0,TAKE BACK RETURN,TRUCK,7111.6092,71906.27080000001,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
11050,Customer#000011050,"kOi3GeuwZIg6t1Vw7k0kX6VyuXMN9x,0lR",20,30-349-736-3141,1576.33,FURNITURE,e quickly after the ironic packages. ironic instructions haggle a,79427,O,223235.82,861753600.0,3-MEDIUM,Clerk#000000473,0,52906,422,5,15,27883.5,0.02,0.01,N,O,868924800.0,868406400.0,871084800.0,DELIVER IN PERSON,REG AIR,557.67,27325.83,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
3722,Customer#000003722,rZzJy6AqEMeI23OFpJWz1Gimpk4t1IhUm,20,30-586-412-7071,8299.24,MACHINERY, furiously even packages. packa,404737,F,219058.54,706752000.0,4-NOT SPECIFIED,Clerk#000000983,0,138225,739,1,50,63161.0,0.06,0.0,A,F,715996800.0,714268800.0,716688000.0,COLLECT COD,AIR,3789.66,59371.34,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
9304,Customer#000009304,mmQw2YEVpXOavVUBacfJJsM3n3,20,30-564-848-2257,8758.43,BUILDING,y carefully regular foxes. final deposits affix fluffily. f,416545,F,159497.35,766454400.0,2-HIGH,Clerk#000000772,0,100176,177,1,36,42342.12,0.06,0.01,A,F,767664000.0,770947200.0,769478400.0,DELIVER IN PERSON,AIR,2540.5272,39801.5928,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
2098,Customer#000002098,W50GYT0hAC,20,30-828-685-6616,1390.16,AUTOMOBILE,"ke blithely across the fluffily express Tiresias. packages about the bold, regular excuses wake",221441,O,212507.25,817603200.0,2-HIGH,Clerk#000000082,0,60958,959,1,28,53730.6,0.01,0.06,N,O,821232000.0,822787200.0,823824000.0,NONE,AIR,537.306,53193.294,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
2098,Customer#000002098,W50GYT0hAC,20,30-828-685-6616,1390.16,AUTOMOBILE,"ke blithely across the fluffily express Tiresias. packages about the bold, regular excuses wake",221441,O,212507.25,817603200.0,2-HIGH,Clerk#000000082,0,88176,685,3,16,18626.72,0.05,0.03,N,O,820454400.0,822182400.0,821577600.0,NONE,SHIP,931.336,17695.384000000002,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
2552,Customer#000002552,pc8ZX2OIpv3cM9qTmfkWy20d0yDk,20,30-136-111-3822,1070.45,BUILDING, sauternes cajole furiously. slyly daring instructions cajole furiously alongside of the excuses. requests ,377059,F,296112.26,756259200.0,1-URGENT,Clerk#000000098,0,32642,152,6,14,22044.96,0.04,0.06,R,F,759456000.0,761529600.0,761184000.0,TAKE BACK RETURN,FOB,881.7984,21163.1616,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
11020,Customer#000011020,ySZffqqA6JQURa3w,20,30-883-465-3089,6062.94,BUILDING,"s wake quickly final, regular requests. furiously regular requests ",176322,F,237373.78,701049600.0,3-MEDIUM,Clerk#000000652,0,192594,152,5,11,18552.49,0.08,0.03,A,F,710380800.0,708739200.0,712368000.0,TAKE BACK RETURN,REG AIR,1484.1992000000002,17068.290800000002,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
8446,Customer#000008446,9dgLhCnEKm8J,20,30-617-693-9632,18.14,HOUSEHOLD,he carefully ironic attainments. blithely ironic requests caj,467105,O,320780.93,868406400.0,1-URGENT,Clerk#000000994,0,17507,9,5,45,64102.5,0.0,0.03,N,O,872121600.0,871948800.0,874195200.0,DELIVER IN PERSON,FOB,0.0,64102.5,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
8980,Customer#000008980,"5JCxBOJP572rEqa,TQOrau6dbv",20,30-499-772-1855,871.86,HOUSEHOLD,ideas nag. carefully regular requests according to the carefully final packages run ac,590626,O,10741.79,832982400.0,3-MEDIUM,Clerk#000000630,0,2836,337,1,6,10432.98,0.01,0.04,N,O,836956800.0,835833600.0,837648000.0,DELIVER IN PERSON,TRUCK,104.3298,10328.6502,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
13406,Customer#000013406,"HQ4wovxGmfOHy,c9puM2A9o eQFS1OHE",20,30-240-144-5708,6424.46,BUILDING,r accounts unwind furiously until the bold sentiments. theodolites impress qui,598087,F,162705.48,783561600.0,4-NOT SPECIFIED,Clerk#000000353,0,100190,191,1,40,47607.6,0.1,0.01,R,F,789177600.0,790560000.0,789264000.0,COLLECT COD,TRUCK,4760.76,42846.84,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
2293,Customer#000002293,Y7C386JlnHo1W8AyeA3aLg7,20,30-663-142-8513,2244.2,MACHINERY,s cajole carefully regular theodolites. bold dependencies according to the furiously bold request,166881,O,120389.3,856224000.0,1-URGENT,Clerk#000000724,0,143011,554,4,17,17918.17,0.02,0.03,N,O,866678400.0,859334400.0,867283200.0,TAKE BACK RETURN,SHIP,358.3634,17559.806599999996,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
9089,Customer#000009089,76Pg7 wHwgxHp8VMZRjPUtsbb4PEwFnqB4A,20,30-151-551-6005,1375.8,MACHINERY, furiously thin asymptotes across the slyly thin packages cajole quickly after the ev,24674,O,117011.46,832118400.0,2-HIGH,Clerk#000000449,0,165113,146,3,14,16493.54,0.06,0.01,N,O,834451200.0,839635200.0,834624000.0,DELIVER IN PERSON,MAIL,989.6124,15503.9276,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
10648,Customer#000010648,"T0sN,IMEqmP7TgMa7",20,30-926-410-8409,264.57,MACHINERY," accounts. slyly ironic requests wake about the final, thin deposits",7169,F,238526.9,733190400.0,3-MEDIUM,Clerk#000000971,0,170528,529,4,31,49554.12,0.04,0.05,A,F,738720000.0,738115200.0,739497600.0,DELIVER IN PERSON,RAIL,1982.1648,47571.9552,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
3013,Customer#000003013,qV9d0ZZ6BZC50P9jiY,20,30-314-161-7897,5327.41,BUILDING,"fully express instructions. asymptotes are slyly besides the quick, special packages. slyly bold requests abou",109218,F,219826.01,750211200.0,3-MEDIUM,Clerk#000000233,0,152655,201,6,6,10245.9,0.07,0.04,A,F,758505600.0,756777600.0,759024000.0,DELIVER IN PERSON,FOB,717.2130000000001,9528.687,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
6343,Customer#000006343,RxSzYVBobmzOfG7NTC3JnFIvUoIcgSo,20,30-972-622-2287,3104.63,HOUSEHOLD,"ngside of the close accounts are final, e",379297,O,84027.55,894326400.0,4-NOT SPECIFIED,Clerk#000000298,0,167733,250,3,34,61224.82,0.0,0.08,N,O,904089600.0,898041600.0,906163200.0,DELIVER IN PERSON,MAIL,0.0,61224.82,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
12433,Customer#000012433,"dPm,4 5z0qIv6Z54DGrSTwAt6NooB3 RhekQa",20,30-306-771-8633,9415.19,AUTOMOBILE,carefully ironic courts haggle furiously alongside of the furiously special pinto beans. bravely silent depend,70976,F,309687.93,764812800.0,1-URGENT,Clerk#000000012,0,185454,491,1,43,66196.35,0.05,0.03,R,F,774662400.0,767577600.0,775699200.0,COLLECT COD,AIR,3309.817500000001,62886.5325,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
2348,Customer#000002348,"taB02c3,AFqotgth9MjdoCRe2CdqD",20,30-282-955-7455,3395.44,HOUSEHOLD,ts alongside of the carefully bold i,535617,F,336802.45,702432000.0,4-NOT SPECIFIED,Clerk#000000079,0,75966,981,2,49,95156.04,0.01,0.06,A,F,707616000.0,708912000.0,708566400.0,NONE,MAIL,951.5604,94204.4796,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
2348,Customer#000002348,"taB02c3,AFqotgth9MjdoCRe2CdqD",20,30-282-955-7455,3395.44,HOUSEHOLD,ts alongside of the carefully bold i,535617,F,336802.45,702432000.0,4-NOT SPECIFIED,Clerk#000000079,0,157919,435,3,41,81053.31,0.06,0.08,R,F,706838400.0,708220800.0,707270400.0,COLLECT COD,AIR,4863.1986,76190.1114,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
12334,Customer#000012334,tVPTbMFwfTEmXbMBatmSrK85,20,30-477-353-8226,3901.96,AUTOMOBILE,efully regular packages eat above the regul,277191,O,26725.6,817084800.0,4-NOT SPECIFIED,Clerk#000000600,0,125606,631,1,18,29368.8,0.09,0.0,N,O,821750400.0,820281600.0,821836800.0,TAKE BACK RETURN,REG AIR,2643.192,26725.608,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
13495,Customer#000013495,hBQGyWVg8BAzuj,20,30-801-827-7082,6474.27,HOUSEHOLD,"y unusual pinto beans cajole after the bold, unusual realms. fina",480291,O,102712.42,887328000.0,5-LOW,Clerk#000000453,0,100709,710,2,31,53000.7,0.07,0.04,N,O,894931200.0,891475200.0,897264000.0,COLLECT COD,FOB,3710.049,49290.65099999999,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
3913,Customer#000003913,"FWEW,afK0bpuOPJIgKU",20,30-696-323-1702,5572.0,AUTOMOBILE,nic foxes cajole furiously. silent foxes boost carefully carefully e,257158,O,161613.19,900547200.0,5-LOW,Clerk#000000743,0,100693,694,4,4,6774.76,0.07,0.05,N,O,905990400.0,907718400.0,907804800.0,TAKE BACK RETURN,AIR,474.23320000000007,6300.5268,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
5182,Customer#000005182,"oJGUorgu9kc5CD3um1Kt,pNbCvX4",20,30-833-749-2346,6952.58,BUILDING,ccounts. carefully express ideas about the blithely final foxes sleep doggedly blithely close ins,417474,F,238020.9,755740800.0,1-URGENT,Clerk#000000852,0,90328,329,1,2,2636.64,0.08,0.07,R,F,765676800.0,761356800.0,768096000.0,DELIVER IN PERSON,AIR,210.9312,2425.7088,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
3040,Customer#000003040,qGsHVFF8vJGnUsN7ZPt22yw1CG4,20,30-830-201-9428,427.79,HOUSEHOLD,"ecial, even sentiments sleep always at the bold accounts. slo",378499,O,175959.42,832464000.0,2-HIGH,Clerk#000000781,0,13265,769,2,31,36526.06,0.03,0.02,N,O,838512000.0,836352000.0,839203200.0,NONE,FOB,1095.7818,35430.27819999999,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
5068,Customer#000005068,yQouJucfcJtNgFfdSIu,20,30-260-552-4666,3413.3,HOUSEHOLD,tes cajole carefully blithely special foxes. slyly special fox,110276,F,365537.48,720489600.0,2-HIGH,Clerk#000000403,0,70029,30,5,50,49951.0,0.08,0.02,R,F,730512000.0,724723200.0,730944000.0,NONE,FOB,3996.08,45954.920000000006,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
11854,Customer#000011854,",N6usdNOaBDW1A",20,30-380-435-6210,4882.5,AUTOMOBILE,kages detect silently. regular,471232,O,207031.0,845337600.0,2-HIGH,Clerk#000000450,0,7529,30,4,28,40222.56,0.1,0.0,N,O,845942400.0,852249600.0,847497600.0,DELIVER IN PERSON,RAIL,4022.256,36200.304,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
11821,Customer#000011821,GqwY KqWbkMiDw8JckQ,20,30-356-593-9293,533.86,BUILDING,final requests cajole carefully according to the silent accounts. unusual,548871,F,240905.76,748396800.0,1-URGENT,Clerk#000000037,0,72805,327,3,41,72889.8,0.01,0.02,R,F,752889600.0,753321600.0,754444800.0,NONE,FOB,728.898,72160.902,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
2792,Customer#000002792,"3DTZGu,p8fJSBxDTwMBhYNJktKB3dK",20,30-564-495-6817,6257.99,MACHINERY,ely. daringly regular accounts according to the carefully ironic packages unwind carefully ac,423491,O,73408.8,812246400.0,5-LOW,Clerk#000000773,0,58461,967,4,9,12775.14,0.01,0.03,N,O,822700800.0,820022400.0,824083200.0,TAKE BACK RETURN,SHIP,127.7514,12647.388599999998,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
7003,Customer#000007003,nITTkhncPBIYLqkJno,20,30-753-287-6359,4475.71,HOUSEHOLD,"ecial pearls. pending packages nag slyly even dependencies. express, ironic platel",576966,F,164745.35,718848000.0,5-LOW,Clerk#000000399,0,78038,546,4,3,3048.09,0.09,0.03,A,F,729216000.0,723168000.0,729475200.0,TAKE BACK RETURN,RAIL,274.3281,2773.7619000000004,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
4894,Customer#000004894,"BOOnIYpMA79Gihg BYZHXgpzaCbG,kz",20,30-152-685-8820,7927.44,HOUSEHOLD,sts doubt against the carefully pending pinto bean,176450,F,152782.14,710294400.0,4-NOT SPECIFIED,Clerk#000000132,0,183284,839,3,24,32814.72,0.03,0.03,A,F,715651200.0,714787200.0,717638400.0,COLLECT COD,MAIL,984.4416,31830.2784,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
14959,Customer#000014959,08FoeVenuImWaC0nc ,20,30-317-419-5990,6517.61,FURNITURE,ges. boldly pending accounts use furiously according to the furiously ironic requests. carefully even platelets d,50563,O,140167.6,805939200.0,2-HIGH,Clerk#000000998,0,185628,665,2,8,13708.96,0.07,0.08,N,O,808876800.0,810864000.0,810000000.0,NONE,FOB,959.6272,12749.332799999998,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
12110,Customer#000012110,",q,uni36xb0Y3XvW55NlmNk",20,30-145-947-5234,3252.59,AUTOMOBILE,"c, even deposits wake fluffily. even, ironic sentiments are carefully along the even, regular instructions. depo",122594,O,141231.02,868838400.0,3-MEDIUM,Clerk#000000892,0,145627,656,3,16,26761.92,0.01,0.08,N,O,871603200.0,872812800.0,871862400.0,NONE,FOB,267.6192,26494.3008,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
8620,Customer#000008620,UK0BA GvexPWCxA5r9Zw6Wysw,20,30-744-864-5606,940.08,HOUSEHOLD,. even dependencies across the express deposits nag along the blithely ironic pinto beans. waters ,321859,O,209635.2,804902400.0,1-URGENT,Clerk#000000450,0,20690,691,4,43,69259.67,0.04,0.08,N,O,812937600.0,811555200.0,815356800.0,TAKE BACK RETURN,MAIL,2770.3868,66489.28319999999,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
6466,Customer#000006466,"nxPwv4px0 1LW05BtXaT7m,b2a63Dq8s25b09",20,30-314-197-3871,1131.19,MACHINERY,"believe furiously. unusual, pending deposits wake. quickly pen",38656,F,130305.54,713491200.0,5-LOW,Clerk#000000336,0,115316,339,5,12,15975.72,0.08,0.02,A,F,719971200.0,719539200.0,721785600.0,TAKE BACK RETURN,FOB,1278.0576,14697.6624,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
10468,Customer#000010468,"O5JRDB O1VVFeeL,4AJDm9Yaw7Kv,stfb",20,30-391-542-5713,7595.57,BUILDING,al pinto beans. sauternes wake ,307968,F,98604.33,741830400.0,1-URGENT,Clerk#000000769,0,87794,303,1,46,81962.34,0.01,0.07,A,F,748137600.0,747187200.0,749865600.0,COLLECT COD,SHIP,819.6234,81142.7166,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
3814,Customer#000003814,maXF4pqXsDDCOX8s8EnoMvANDX9R,20,30-833-732-5401,-207.83,AUTOMOBILE, beans alongside of the slyly silent a,167622,O,240813.91,880934400.0,5-LOW,Clerk#000000640,0,128112,625,1,30,34203.3,0.02,0.08,N,O,882230400.0,887932800.0,884304000.0,COLLECT COD,AIR,684.066,33519.234000000004,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
3025,Customer#000003025,"Q7Ev,ZF4DecnHyYZ7WKxJHDfLJ3S8",20,30-835-987-3194,-62.0,MACHINERY,symptotes sublate. blithely regular requests wake special pinto beans. blithely special ideas sleep slyly,60644,F,85031.38,706233600.0,2-HIGH,Clerk#000000696,0,157828,344,1,11,20744.02,0.1,0.05,R,F,716515200.0,712454400.0,717984000.0,TAKE BACK RETURN,RAIL,2074.402,18669.618,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
9304,Customer#000009304,mmQw2YEVpXOavVUBacfJJsM3n3,20,30-564-848-2257,8758.43,BUILDING,y carefully regular foxes. final deposits affix fluffily. f,143652,O,236514.66,896659200.0,2-HIGH,Clerk#000000649,0,142511,54,7,35,54372.85,0.01,0.02,N,O,905904000.0,904435200.0,906768000.0,NONE,AIR,543.7284999999999,53829.1215,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
3040,Customer#000003040,qGsHVFF8vJGnUsN7ZPt22yw1CG4,20,30-830-201-9428,427.79,HOUSEHOLD,"ecial, even sentiments sleep always at the bold accounts. slo",351525,O,74161.15,852768000.0,5-LOW,Clerk#000000554,0,93310,838,2,16,20852.96,0.06,0.03,N,O,857606400.0,856310400.0,860198400.0,NONE,AIR,1251.1776,19601.7824,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl
